Race,Blue,Green,Red
0,118.10943356934611,134.33433985839233,172.21209912536443
0,114.50171042899409,138.75822855029585,183.04218287721895
0,107.95618985068225,126.0050800203737,168.10150562382955
0,116.25529583637692,131.72333820306793,142.4673119065011
0,93.9772900472489,104.76406035665295,119.90062490474013
0,116.59044205917661,123.01911941247087,135.67894216510135
0,58.39883636363636,64.30448925619835,97.55022809917355
0,91.64071626927128,103.75169970315044,143.9644418908998
0,156.41819863568043,153.32743669788414,162.6296681697306
0,124.08855026906069,130.08604613991156,150.6618360061804
0,117.03188168846611,139.02370689655172,185.23550832342448
0,73.88930747922437,87.90138504155125,121.74681440443213
0,132.910888671875,146.713623046875,186.31494140625
0,93.56485144348119,125.7793115057655,187.3976096288191
0,114.70830685215263,135.70074304231497,169.49279319570965
0,181.3953501911545,182.5192998117565,190.2204777892061
0,100.34047469019113,115.4402436462928,134.8397395505146
0,116.45119864801832,136.8835234194972,184.62908396627705
0,140.3005215419501,155.33197278911564,165.63807256235827
0,129.33065197428834,134.43467401285582,173.83067033976124
0,113.1945270672219,130.34800713860798,166.098750743605
0,61.942244897959185,77.41714285714286,103.91755102040817
0,168.0779230947291,186.4198097792786,214.4003758118762
0,123.4184291635668,144.28557763843128,176.1843979168881
0,132.21804912780348,142.13170278568884,179.60684963510147
0,63.094375,86.46375,118.718125
0,106.7426793184369,104.80971329456177,128.7571676359555
0,118.57977700884275,129.23529411764707,166.62053056516726
0,129.97917552437642,134.81463470804988,179.68896152210885
0,129.73291710024282,134.73962307781247,174.00809342120476
0,79.92792039904938,101.29520763246052,129.82313254242035
0,125.9202097098535,135.31442114334962,133.07454754380925
0,100.28963304176803,120.40536204130221,160.90342114797372
0,61.54814546669637,77.68155491200713,104.6869848518601
0,126.78418557885665,126.05565929330652,153.852413099684
0,59.03959467066992,64.80671795834115,98.54362919872396
0,170.44482891195693,179.81853133410226,177.2483660130719
0,95.23673502604167,134.78757052951389,180.02020941840277
0,92.38530816821991,118.45688777508028,178.1734669903673
0,168.5415654989016,186.31714649092382,212.66527922303158
0,151.16780623752672,149.30705825391763,158.68152241943292
0,90.85627122032487,123.24077767596835,184.29630187421907
0,113.90218572636155,134.8123415046492,167.69991546914625
0,132.54554743719228,136.17349648087364,194.48290935487944
0,130.9767135477321,133.88576905849683,188.71440293827823
0,155.4843435794312,152.7520827348463,161.76070094800346
0,124.52433747971877,130.37871822606814,151.25959978366686
0,31.504421376393694,76.14763552479816,127.08073817762399
0,129.3172255993443,120.36358513762721,159.6585701113312
0,143.02964912157265,131.76545251145086,173.791210801455
0,111.84274447186336,129.10296608119225,154.54950726601183
0,131.43583333333333,148.36916666666667,168.39138888888888
0,91.12048120928429,116.8665344881561,178.61773080305898
0,187.304,194.69173017751478,220.87665798816568
0,123.58539515841936,144.4807983268067,177.69030348878604
0,131.782549092916,151.83022663746905,170.3432320319037
0,91.24728732638889,103.98914930555556,143.61566840277777
0,122.51291356395514,133.1276981807899,162.67089263832594
0,132.66119503116343,145.6034344702216,186.5506622229917
0,90.98057179296418,103.81436071846105,143.35037092145816
0,130.3433102289435,133.4736399915984,188.01738080235245
0,132.2751691010685,135.74659347122832,193.89265758258995
1,121.54094351512504,133.68089196462898,160.4362500540302
1,87.26442856201602,106.21751644594252,150.01923230305616
1,159.3659171597633,110.78674556213018,82.81041420118343
1,35.21554503074787,46.85484030946241,61.22995189446539
1,100.93713661306354,115.06150855789001,147.65778652251467
1,84.92234295105916,107.34874908692477,136.08920745069395
1,77.28267766033653,101.6247679195357,140.0619758392663
1,76.10232655780798,98.88665674829547,137.23218115935416
1,79.42921586099354,94.12163065270661,139.71981510358654
1,74.49232041587902,96.70274102079395,133.57017958412098
1,97.23328970850685,100.96153480071386,122.38400951814396
1,103.14154955621302,103.67104289940828,140.13840606508876
1,93.89155746683436,110.0375268773581,138.42898292019962
1,71.4678699215143,83.89727127577716,99.99868228685749
1,49.853068418522675,70.8540298029162,67.65197884954334
1,51.972319646463745,75.67341811715042,118.40927676595038
1,37.944809534417466,50.799120071285365,77.17175317442637
1,56.9578231292517,71.44583900226758,117.71145691609978
1,75.35551066784497,90.56937255397045,111.49375078904178
1,62.43534194698151,71.75210236132769,96.04239529962129
1,90.95285833048071,119.0518362756125,151.49229791187832
1,127.91284881299458,127.91284881299458,127.91284881299458
1,50.14280861943024,65.28136596055515,99.18007304601899
1,83.06737777777778,90.9744,136.84444444444443
1,64.89069531136595,93.89403396719408,162.54332994629118
1,106.20057964014008,118.7825141891076,120.9694481342833
1,76.1658378221896,91.44442261763216,139.03411875394175
1,57.671176324449995,71.45567888701115,103.3971862434479
1,121.38263031550069,133.38940329218107,159.84053497942386
1,66.71785193669305,89.70317055393586,120.76775301957518
1,76.92889351370101,101.4749682044167,139.49612671985201
1,56.77321482099337,87.39980971992337,136.94938028646274
1,63.233120959649,91.30787182898084,136.44374431141918
1,69.46188400052847,97.60268859822962,143.17281014665082
1,57.5009765625,71.99294704861111,117.990234375
1,107.4390728143109,99.1290803728899,94.93682035777275
1,94.41513551311728,110.92810812114197,173.73887201003086
1,119.6592824074074,123.47199845679012,160.11633487654322
1,74.73981778146961,91.38204360762803,121.90820071287617
1,102.33127951314361,101.34329941163102,101.35034468826545
1,25.15312441358604,25.826233814974668,22.52092325014074
1,75.73668054729328,106.958500892326,143.96811421772753
1,58.09307914388478,65.57565200561281,116.75564910243384
1,73.581606805293,103.40659735349716,120.44761814744801
1,103.60049382716049,103.91077160493828,140.00546296296295
1,67.91501385041552,96.5993351800554,142.5162326869806
1,154.09253780407627,208.36932938856015,242.95627876397108
1,65.29842997435416,111.34822042909865,174.65738829465607
1,55.23526230394808,60.84478096268253,104.19199567333693
1,97.152436484798,111.54560599750104,165.95626822157433
1,107.31712962962963,106.54166666666667,106.67978395061728
1,66.71141975308642,94.37422839506173,126.94675925925925
1,75.0431600675549,91.64402326890598,121.92963032463877
1,116.6426592797784,119.76546629732225,155.40997229916897
1,75.00899762046402,90.32291046995836,111.2921252230815
1,94.03178166351607,98.28154536862004,121.26275992438563
1,85.21191650694902,81.9998952671212,96.85100700662959
1,87.86989588967009,90.07534478096268,100.36367631151974
1,62.32713319458897,91.84072580645162,162.2243756503642
1,82.37797256716176,90.70741011281552,138.45613180748316
1,106.13239795918368,118.90591836734694,121.17770408163265
1,161.8116,167.106,185.8932
1,120.74085255403936,133.36855452240067,167.73867890351406
1,119.8668463989356,132.80473372781066,167.72287384895486
1,165.97666666666666,171.59456790123457,190.5837037037037
1,72.46797052154194,84.69160997732426,101.10643424036282
